cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
248,123,3.78,12,8,101,17,745
393,118,3.88,12,8,121,20,746
261,97,3.79,12,8,103,18,747
333,85,3.31,12,8,112,23,748
333,108,3.45,12,8,114,9,749
334,98,3.89,13,8,115,20,750
334,105,3.44,12,8,122,23,751
334,108,3.74,12,8,146,16,752
262,111,3.57,12,8,88,16,753
334,95,3.51,12,8,120,21,754
334,92,3.28,12,8,112,22,755
333,116,4.04,12,8,113,24,756
333,107,3.66,12,8,123,21,757
333,117,3.14,12,8,144,19,758
334,107,3.41,11,8,85,23,759
333,96,3.26,10,8,105,19,760
334,97,3.71,10,8,109,19,761
334,103,3.94,10,8,124,19,762
333,126,3.96,10,8,85,17,763
334,122,3.47,10,8,129,21,764
334,99,3.49,11,8,121,21,765
294,101,3.02,10,8,115,16,766
334,97,4.15,10,8,116,25,767
258,101,3.14,10,8,131,19,768
291,116,3.68,10,8,113,16,769
257,120,3.83,10,8,127,16,770
325,116,3.97,11,8,131,17,771
322,120,3.99,10,8,130,21,772
340,113,3.45,10,8,120,21,773
309,114,3.06,11,8,132,23,774
276,136,3.4,10,8,117,39,775
263,119,3.78,10,8,119,21,776
287,115,3.78,10,8,117,21,777
322,122,3.45,10,8,128,25,778
219,123,3.52,10,8,118,20,779
233,113,3.57,10,8,124,27,780
328,115,4.14,10,8,118,26,781
294,117,3.52,11,8,119,17,782
278,119,3.75,10,7,131,21,783
259,115,3.36,10,7,119,15,784
281,119,3.84,10,8,123,18,785
290,123,3.15,12,7,128,27,786
238,104,3.17,13,8,147,24,787
289,119,3.44,13,9,148,22,788
287,101,3.23,13,8,136,15,789
261,110,3.85,13,8,130,26,790
329,119,3.75,13,8,141,19,791
334,97,3.7,13,7,129,24,792
272,98,3.0,13,7,131,15,793
292,98,3.72,12,8,132,25,794
229,94,3.05,13,7,129,26,795
215,114,3.75,13,7,128,18,796
312,109,3.52,12,8,133,25,797
261,115,3.61,13,8,138,20,798
332,108,3.88,12,7,127,19,799
242,103,3.56,13,8,132,18,800
257,112,3.32,13,7,138,22,801
234,104,3.56,13,8,130,18,802
287,112,3.52,13,8,141,16,803
313,96,3.59,13,8,128,26,804
302,110,3.31,12,8,130,42,805
87,128,3.34,12,8,148,20,806
346,128,3.95,13,8,125,15,807
285,132,3.48,12,8,127,19,808
323,130,3.4,13,8,125,20,809
305,128,4.11,13,8,108,24,810
300,132,3.83,13,8,137,20,811
315,126,3.33,13,8,124,23,812
333,131,3.61,10,8,130,18,813
319,132,3.13,11,8,141,18,814
264,129,3.63,11,8,152,17,815
314,129,3.9,14,8,143,16,816
321,129,4.06,11,8,120,3,817
312,128,3.2,11,8,112,27,818
298,127,3.71,11,8,128,14,819
326,127,3.66,10,8,174,9,820
303,125,3.68,10,8,125,19,821
297,128,4.05,10,8,116,23,822
295,130,3.44,10,8,130,19,823
294,130,3.71,11,8,96,17,824
252,131,4.0,11,8,150,20,825
308,129,3.71,11,8,126,10,826
311,129,3.45,10,8,134,16,827
265,123,3.63,10,8,132,21,828
263,130,3.18,11,9,143,21,829
267,127,3.94,11,8,139,16,830
252,113,3.77,10,8,131,20,831
279,129,3.96,11,8,129,19,832
297,110,3.49,11,8,148,19,833
271,125,3.94,11,8,129,11,834
311,137,3.88,11,8,182,24,835
161,133,3.95,10,8,150,23,836
275,133,3.84,11,8,123,23,837
303,136,3.29,10,8,144,23,838
263,136,3.85,11,8,118,16,839
264,131,3.68,10,7,128,18,840
260,126,3.58,10,8,123,19,841
295,133,3.72,9,8,131,22,842
295,127,3.25,9,8,130,18,843
292,125,4.19,9,8,116,18,844
294,122,3.23,9,8,120,24,845
254,103,3.51,9,8,107,27,846
292,97,3.67,10,8,135,22,847
294,111,3.28,9,8,131,20,848
306,114,3.83,10,8,149,18,849
335,99,3.96,10,8,145,27,850
316,111,3.41,9,8,149,17,851
297,90,3.53,9,8,146,20,852
326,108,3.41,10,8,150,19,853
424,108,3.41,9,8,148,21,854
256,119,3.06,10,8,143,4,855
322,119,3.2,9,8,149,27,856
339,110,3.17,10,8,144,25,857
292,112,4.02,10,8,144,19,858
312,121,3.38,9,8,148,19,859
244,108,3.36,9,8,148,21,860
345,93,3.91,10,8,142,10,861
308,134,3.42,10,8,146,28,862
309,102,3.39,10,8,148,21,863
315,142,3.86,10,8,144,24,864
330,113,3.42,9,8,149,17,865
291,132,3.36,9,8,146,16,866
288,124,3.27,10,8,145,16,867
273,136,3.55,10,8,147,20,868
244,124,3.64,8,8,146,21,869
280,146,3.22,9,6,130,22,870
237,124,3.75,9,6,129,20,871
278,105,3.64,9,7,129,17,872
381,113,3.06,10,7,129,22,873
281,111,4.12,10,7,129,26,874
362,133,3.87,10,7,129,17,875
234,106,3.18,10,7,129,15,876
305,120,3.97,10,7,129,22,877
284,153,3.98,9,7,129,21,878
303,111,3.87,3,7,129,30,879
308,121,3.39,10,7,129,10,880
283,122,3.97,10,7,129,26,881
286,125,3.35,10,7,129,23,882
230,119,3.3,9,7,129,21,883
271,129,3.48,9,7,128,9,884
225,138,3.15,10,7,129,10,885
189,117,3.65,10,7,129,24,886
240,128,3.9,10,7,129,33,887
271,113,4.01,10,7,128,19,888
297,102,3.78,10,7,130,12,889
313,119,3.6,10,7,130,14,890
297,124,3.7,10,6,116,23,891
294,133,3.5,9,9,104,19,892
278,121,3.09,10,9,127,23,893
303,138,4.02,9,9,146,18,894
240,123,3.27,9,9,131,13,895
240,132,4.26,10,9,115,21,896
298,126,3.82,9,9,114,15,897
302,127,3.49,10,9,140,22,898
305,113,3.62,9,9,137,18,899
318,135,3.5,9,9,115,14,900
304,102,3.9,9,9,99,20,901
256,120,3.17,10,9,129,12,902
260,140,3.96,9,9,96,18,903
280,122,3.3,10,9,115,15,904
264,128,3.51,9,9,114,18,905
300,158,3.31,9,9,145,21,906
322,132,3.72,9,9,102,23,907
286,138,3.5,10,10,110,15,908
349,124,3.87,10,9,103,21,909
296,141,4.14,10,9,130,23,910
280,123,3.76,9,9,136,17,911
351,130,3.46,8,10,155,22,912
322,111,3.38,10,10,130,18,913
333,134,3.25,10,7,146,19,914
331,134,3.79,9,7,136,16,915
270,113,3.91,10,7,136,19,916
315,153,3.79,9,7,149,17,917
261,135,3.45,9,8,131,24,918
315,136,3.2,9,7,137,2,919
286,120,3.57,10,8,148,24,920
319,116,3.87,11,7,142,19,921
303,114,3.31,11,7,148,19,922
285,112,3.97,11,7,148,26,923
321,116,3.36,11,7,140,19,924
320,111,3.38,12,7,141,23,925
341,110,3.29,11,7,140,16,926
300,124,3.78,11,7,136,21,927
259,112,3.89,11,8,149,21,928
300,125,3.76,11,8,145,21,929
301,106,3.21,11,8,127,20,930
293,110,3.55,11,7,160,21,931
283,114,3.01,11,7,147,21,932
288,116,3.31,11,7,102,24,933
276,110,3.54,11,7,119,22,934
225,113,3.3,11,7,121,27,935
289,115,3.21,11,7,127,12,936
272,114,3.57,11,7,124,22,937
292,110,3.56,11,7,122,26,938
281,115,3.64,11,7,125,21,939
285,111,3.84,11,7,123,19,940
300,112,3.71,11,8,97,20,941
