core1,core2,core3,core4,mem,gpu,norm_ex_time
27.89,7.92,8.31,1.12,53.08,3.34,832
28.12,8.12,8.5,1.27,53.08,3.45,833
28.16,7.77,8.63,1.63,53.08,3.88,834
28.17,8.06,8.49,1.17,53.08,4.56,835
27.88,7.85,8.64,1.56,53.08,3.53,836
27.93,7.99,6.86,1.28,53.08,3.73,837
20.66,7.86,8.0,1.19,53.08,3.61,838
27.99,8.12,7.94,1.15,53.08,3.53,839
27.87,8.17,7.86,1.27,53.08,3.67,840
28.18,8.2,8.08,1.26,53.08,3.0,841
27.94,7.84,7.76,1.0,53.08,3.65,842
27.71,8.0,8.06,1.54,53.08,3.83,843
27.97,7.94,8.19,1.37,53.08,3.83,844
28.09,7.84,5.02,1.35,53.08,3.42,845
28.06,8.1,8.48,1.27,53.08,3.09,846
28.39,7.77,8.26,1.32,53.08,3.25,847
28.06,7.8,7.79,1.02,53.08,3.69,848
26.91,7.96,8.24,1.21,53.08,3.31,849
28.15,8.76,8.14,1.67,53.08,3.51,850
28.34,8.88,8.02,1.53,53.08,3.24,851
27.74,8.39,7.79,1.3,53.08,3.46,852
27.53,8.47,8.09,1.52,53.08,3.31,853
27.77,8.29,8.52,1.62,51.61,3.32,854
27.47,8.74,8.07,1.22,53.95,3.26,855
27.67,8.82,8.16,1.52,52.66,3.05,856
33.91,8.53,8.12,1.43,52.6,3.48,857
28.59,8.8,8.45,1.72,53.11,3.31,858
27.41,8.63,7.52,1.76,53.36,3.45,859
28.21,8.36,8.11,1.54,52.87,3.77,860
27.55,8.46,8.25,1.44,49.63,2.9,861
29.1,8.29,8.07,1.6,50.18,3.35,862
28.49,8.79,7.77,1.56,52.05,3.19,863
27.23,8.85,9.6,1.67,56.73,3.27,864
27.57,8.46,9.01,1.76,55.49,3.78,865
26.89,8.45,9.11,1.77,49.51,3.26,866
26.63,8.58,9.89,1.66,55.22,3.24,867
27.18,8.48,9.09,1.37,52.21,3.58,868
27.86,8.63,9.19,1.69,51.98,3.6,869
27.4,8.51,9.18,1.43,51.81,3.12,870
28.2,8.43,9.17,1.67,50.1,3.18,871
27.98,8.54,8.93,1.54,52.52,2.78,872
28.0,8.66,9.01,1.52,50.22,3.44,873
36.94,8.64,9.1,1.85,53.65,3.41,874
36.94,8.53,9.2,1.48,52.36,3.5,875
36.94,8.37,8.9,1.61,49.49,3.25,876
