core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
29.38,11.41,3.4,2.12,1.6,1.53,1.52,1.82,132.06,3.34,613
29.79,10.76,3.3,2.74,1.83,1.56,1.52,2.02,134.55,3.83,614
29.44,11.25,3.47,2.47,1.91,1.78,2.42,2.17,139.56,3.4,615
29.82,10.87,3.36,2.38,1.57,1.71,1.45,1.89,134.77,3.62,616
30.39,11.0,3.54,2.37,1.81,1.66,1.5,2.04,141.82,3.4,617
30.43,10.72,3.6,2.29,1.67,1.49,1.43,2.25,138.34,3.66,618
30.63,11.02,3.71,2.62,1.61,1.69,1.03,2.27,132.53,3.99,619
30.35,10.8,3.75,3.63,1.41,1.47,1.4,2.27,138.97,3.5,620
29.11,10.77,3.22,3.16,1.22,1.72,1.34,1.55,131.76,3.55,621
30.9,11.2,3.05,2.93,1.82,1.54,1.15,2.21,135.9,3.48,622
29.11,10.77,3.55,2.73,1.28,1.03,1.37,1.77,138.12,3.37,623
29.66,11.09,3.48,3.01,1.67,1.52,1.41,2.54,140.16,3.57,624
30.05,11.07,3.44,2.66,1.58,1.26,1.63,2.23,136.3,3.21,625
30.62,11.16,3.24,2.74,1.57,1.36,1.59,2.18,130.76,3.06,626
29.15,11.3,3.59,3.08,1.64,1.34,1.94,2.1,136.59,3.24,627
31.01,11.08,3.27,3.08,1.72,1.32,1.29,2.23,135.15,3.54,628
30.91,10.85,3.51,2.91,1.27,1.16,1.44,1.95,112.1,3.13,629
30.68,11.08,3.46,2.7,1.83,1.15,1.37,1.84,87.7,3.39,630
29.78,10.96,3.31,2.84,1.71,1.45,1.26,2.21,114.09,2.95,631
30.96,11.15,3.22,2.98,0.0,1.57,1.58,2.12,95.22,3.39,632
30.17,11.11,3.31,3.23,1.49,1.27,1.24,1.97,124.88,3.37,633
30.71,11.45,3.54,3.03,1.67,1.35,1.37,2.33,113.61,3.21,634
29.48,12.26,3.31,2.86,1.67,1.25,1.44,2.15,89.18,3.37,635
30.17,11.62,3.35,2.8,1.55,1.38,1.08,2.33,105.85,3.4,636
30.05,11.68,3.16,3.0,1.65,1.36,1.34,2.03,98.96,3.29,637
30.88,11.67,3.44,2.76,1.7,1.26,1.45,2.13,111.81,3.61,638
29.68,11.58,3.29,2.66,1.81,1.42,1.49,2.13,94.31,3.18,639
41.99,12.0,3.21,2.94,1.81,1.1,1.71,2.34,91.8,5.09,640
28.91,11.17,3.46,2.81,1.34,1.45,1.16,2.26,134.28,3.13,641
30.65,11.9,3.27,2.52,1.7,1.37,1.38,2.2,92.41,3.19,642
29.69,11.53,3.2,3.06,1.72,1.39,1.71,2.09,103.79,3.33,643
28.31,11.54,3.55,3.01,1.73,1.14,1.42,1.69,127.53,3.31,644
30.31,11.71,3.84,2.82,1.59,1.2,1.37,1.39,103.35,3.4,645
29.3,11.43,3.32,3.08,1.63,1.57,1.47,1.83,98.83,3.51,646
27.65,11.92,2.9,3.14,1.94,0.83,1.41,1.81,100.5,3.54,647
25.82,11.36,3.01,2.63,1.58,1.33,1.65,1.57,122.58,3.42,648
25.89,11.71,3.09,2.92,1.71,1.21,1.2,1.69,105.13,3.24,649
26.68,11.66,3.22,2.59,1.79,1.44,1.4,2.09,118.76,3.09,650
26.79,11.9,3.07,2.89,1.59,1.12,1.67,1.83,119.16,2.98,651
29.32,11.97,2.95,2.86,1.57,1.07,1.53,1.49,120.32,2.66,652
30.57,11.09,3.28,2.85,1.63,1.52,1.65,1.63,118.66,3.58,653
27.41,11.54,2.96,2.88,1.74,1.18,1.6,1.9,118.93,3.16,654
25.22,11.66,3.27,2.83,2.08,1.27,1.57,1.78,118.82,3.42,655
27.19,11.81,2.66,2.64,1.71,0.66,1.46,1.7,118.61,3.51,656
29.83,11.29,2.85,3.09,1.36,1.35,1.28,1.65,119.5,3.68,657
31.23,11.42,3.23,2.89,1.97,1.49,1.33,1.78,118.86,3.64,658
29.18,8.78,3.37,2.19,1.99,1.6,1.28,1.54,118.92,3.4,659
26.3,9.44,2.99,2.49,1.99,1.57,1.32,1.92,119.92,3.19,660
29.73,10.23,2.91,2.34,1.72,1.11,1.14,1.74,120.67,3.17,661
28.96,8.42,2.94,2.38,1.74,1.41,1.2,1.45,117.22,4.19,662
29.08,9.62,3.36,2.4,1.81,1.42,1.62,1.64,162.92,3.93,663
28.64,9.1,2.81,2.31,1.71,1.72,1.58,1.3,119.4,3.62,664
28.97,9.36,3.32,2.6,1.66,1.5,1.69,1.64,118.61,3.24,665
28.91,10.17,2.94,2.21,1.61,1.24,1.59,1.84,118.03,3.51,666
29.25,7.93,2.9,2.31,1.76,1.24,1.33,1.74,117.73,3.74,667
27.77,9.31,3.28,2.4,1.63,1.65,1.07,1.66,117.77,3.23,668
24.89,9.08,3.22,2.4,1.6,1.78,1.54,1.65,118.42,3.75,669
33.24,8.93,3.25,2.58,1.67,1.12,1.15,1.66,118.19,3.82,670
34.09,6.81,2.9,2.62,1.51,1.58,0.83,1.93,131.75,3.22,671
26.47,8.78,2.85,2.67,1.56,1.61,1.13,1.77,128.36,2.67,672
28.53,10.27,3.14,2.65,1.6,1.42,1.5,1.81,133.18,2.89,673
29.37,8.59,2.38,2.26,1.18,1.65,1.31,2.01,128.89,3.51,674
27.36,8.26,2.9,2.25,1.19,1.63,1.19,1.74,132.47,3.83,675
29.89,8.22,2.91,2.12,1.65,1.13,1.03,2.03,116.59,3.54,676
25.42,9.43,3.19,2.21,0.0,1.3,0.74,1.58,132.04,3.46,677
28.04,9.34,4.52,2.22,1.35,1.44,1.46,1.88,125.92,3.11,678
28.38,9.93,3.2,2.56,1.07,1.31,1.28,2.12,130.75,2.78,679
27.63,9.29,2.95,2.2,2.19,1.3,1.41,1.92,132.15,3.59,680
27.03,9.77,2.97,2.27,1.37,1.63,1.15,1.9,132.76,3.06,681
27.58,8.09,3.16,2.18,1.33,1.54,2.56,1.66,134.31,4.02,682
28.72,9.84,3.49,2.5,1.78,1.44,1.14,1.92,131.17,3.4,683
29.58,10.5,2.9,2.5,1.62,1.71,1.28,1.93,124.98,3.48,684
32.63,10.97,2.74,2.09,1.48,1.37,1.19,2.04,131.5,3.34,685
32.83,10.53,2.66,2.56,1.5,1.53,1.24,2.14,126.21,3.24,686
32.51,10.06,2.73,2.29,1.27,1.74,1.05,1.91,130.41,3.09,687
32.87,12.08,2.68,2.26,1.3,1.49,1.26,1.94,129.42,3.21,688
31.6,10.09,3.1,2.51,1.03,1.73,1.31,1.71,128.41,3.05,689
33.17,8.78,3.24,2.29,1.12,1.57,1.34,1.91,127.9,3.49,690
32.42,10.93,3.63,2.5,1.06,1.79,1.41,1.74,130.12,3.9,691
32.1,12.82,3.15,2.31,1.16,1.28,1.53,2.26,99.29,3.97,692
32.96,9.31,3.07,2.23,1.23,1.4,1.15,1.77,98.84,3.96,693
32.66,10.46,2.69,2.41,1.05,1.33,1.53,1.96,95.7,4.06,694
31.99,9.48,2.81,2.27,1.24,1.55,1.37,1.94,96.9,4.05,695
31.45,10.04,2.81,3.48,1.52,1.45,1.48,1.88,96.36,4.17,696
31.9,10.21,2.65,2.34,1.5,1.48,0.99,1.64,99.38,3.89,697
33.02,11.35,2.94,2.7,1.05,1.73,1.04,1.75,93.65,3.82,698
33.51,10.99,2.75,2.55,1.42,1.18,1.35,2.21,95.98,4.32,699
34.01,11.27,2.72,2.97,1.38,1.07,0.14,1.86,99.66,4.34,700
33.3,8.41,2.5,2.33,1.29,1.57,1.3,1.92,96.54,4.21,701
31.6,10.08,2.66,2.46,1.25,1.44,1.52,2.2,96.7,3.84,702
31.86,9.19,3.08,2.26,1.71,1.03,1.28,1.75,93.65,4.33,703
31.66,10.79,2.92,2.15,1.43,1.39,1.31,2.02,97.46,3.72,704
32.4,10.89,2.73,2.4,1.44,1.38,1.22,2.14,97.23,4.04,705
31.44,10.39,2.74,2.42,1.31,1.59,1.52,2.28,91.78,4.13,706
30.98,9.85,2.7,2.44,1.21,1.12,1.37,2.13,96.98,3.94,707
31.88,9.89,3.22,3.22,1.58,1.51,1.64,2.37,99.26,4.21,708
32.67,10.9,3.0,2.35,1.72,1.29,1.52,2.01,94.03,3.58,709
32.91,9.89,2.97,2.34,1.68,1.07,1.43,2.34,96.83,3.81,710
33.04,11.32,2.76,2.11,1.81,1.67,1.39,2.23,98.9,3.91,711
32.43,10.89,2.77,2.13,1.63,1.17,1.64,2.18,97.95,4.14,712
31.69,9.82,3.14,2.16,1.76,1.73,1.6,1.91,110.94,4.36,713
32.64,10.26,2.79,2.36,1.79,1.16,1.45,2.21,107.9,4.07,714
32.65,9.64,2.63,2.35,2.87,1.12,1.47,2.31,102.06,4.22,715
32.19,10.23,3.33,2.32,1.86,1.42,1.36,2.78,103.55,4.05,716
32.71,10.32,2.64,2.18,2.17,1.23,1.67,2.26,115.53,3.81,717
31.96,11.32,2.82,2.33,1.75,1.29,1.42,2.27,100.37,4.03,718
32.95,8.89,2.88,1.91,1.51,1.59,1.61,2.24,86.59,4.33,719
32.01,10.0,2.93,2.3,1.67,1.48,1.67,2.1,115.03,4.29,720
32.0,13.93,2.75,2.42,1.53,1.54,1.78,2.04,106.24,4.25,721
31.41,10.22,2.91,2.49,1.77,1.64,1.31,2.09,109.0,4.0,722
27.21,11.23,3.33,2.69,1.76,1.32,1.74,2.11,111.96,3.92,723
26.17,10.55,3.11,2.34,1.54,1.15,1.64,1.95,99.64,4.24,724
26.02,10.31,3.28,2.51,1.71,1.47,1.53,2.23,102.84,2.96,725
26.68,9.58,3.25,2.33,1.53,1.08,1.22,2.12,110.56,3.33,726
27.68,10.09,3.04,2.13,1.95,1.65,1.74,2.32,107.85,3.08,727
25.68,10.43,3.27,2.42,1.83,1.56,1.68,2.21,98.25,2.97,728
25.13,13.82,2.93,2.68,2.15,1.73,1.69,2.26,104.41,3.18,729
24.26,9.45,2.75,2.45,1.79,1.44,1.87,2.39,102.46,3.39,730
25.98,10.08,3.12,2.23,1.77,1.59,1.78,2.36,107.13,4.27,731
27.18,10.27,2.89,2.52,1.65,1.61,2.08,2.36,108.46,3.27,732
27.75,9.78,2.76,2.45,1.66,1.45,1.67,2.2,109.67,2.93,733
26.98,9.41,3.09,2.04,1.68,1.3,1.37,2.38,121.68,3.6,734
26.32,9.85,3.14,2.75,1.57,1.68,1.34,1.99,128.35,3.62,735
28.09,9.77,2.9,2.27,1.85,1.41,1.59,2.25,147.27,3.44,736
26.0,9.2,2.89,2.54,1.98,1.29,1.09,2.47,149.89,3.26,737
27.11,9.11,3.22,1.98,1.55,1.49,2.22,2.59,129.6,3.3,738
25.68,10.11,3.05,2.52,1.78,1.4,1.8,2.24,131.68,3.09,739
25.7,9.71,3.29,2.51,1.69,1.25,1.67,2.6,128.35,3.16,740
27.62,10.22,3.41,2.57,1.59,1.44,1.76,1.89,142.97,3.36,741
25.7,9.2,3.23,2.4,1.75,1.48,1.59,2.38,131.72,3.18,742
27.75,10.69,3.22,2.2,1.48,1.57,1.64,2.0,114.69,3.49,743
26.19,9.35,4.36,2.35,1.43,1.73,1.37,2.35,134.59,3.12,744
27.74,10.44,3.19,2.27,1.7,1.38,1.44,2.44,136.21,3.26,745
26.01,10.26,3.04,2.65,1.78,1.37,1.48,2.27,132.99,3.17,746
27.08,9.62,3.22,0.74,1.36,1.42,1.39,2.19,124.79,3.33,747
