core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
55.37,15.63,2.41,1.9,1.54,1.76,2.64,1.83,119.56,2.97,575
56.98,14.72,2.49,2.06,1.48,1.56,2.44,1.61,115.9,3.67,576
56.27,15.97,2.66,2.03,1.71,1.44,2.49,1.76,109.52,3.17,577
55.85,15.64,2.57,2.12,1.23,1.74,2.52,1.69,129.93,3.11,578
61.36,16.01,2.68,2.44,1.37,1.64,2.77,1.62,130.12,3.34,579
56.38,15.23,2.4,2.15,1.66,1.5,2.83,1.55,129.72,3.39,580
54.8,14.15,2.71,2.04,1.66,1.56,2.9,1.6,129.82,3.57,581
67.39,14.94,2.43,1.95,1.55,1.63,4.23,1.94,130.01,2.66,582
56.29,16.39,2.23,2.27,1.77,1.75,2.81,1.66,130.22,3.75,583
63.32,15.67,2.73,2.22,1.7,1.45,2.86,1.62,129.93,3.59,584
63.06,21.04,1.53,2.02,1.61,1.68,2.86,1.66,129.92,3.12,585
60.19,14.94,2.51,3.73,1.84,1.68,2.92,1.73,129.88,2.84,586
54.88,16.36,2.33,2.14,1.68,1.9,2.48,1.62,130.14,3.23,587
57.32,15.36,2.63,2.4,1.75,0.43,2.53,2.02,129.82,3.16,588
56.35,14.38,2.5,3.05,0.89,1.5,2.58,1.38,130.12,3.12,589
56.62,14.91,2.4,2.68,1.64,1.46,3.0,1.51,130.23,3.32,590
50.21,14.28,2.27,2.3,1.41,1.58,2.83,1.49,129.95,3.15,591
69.32,16.81,2.35,2.66,1.58,1.53,2.91,1.43,130.05,3.36,592
68.39,15.04,2.51,2.67,1.59,1.75,2.98,1.41,130.07,3.81,593
68.86,15.03,2.35,2.3,1.67,1.67,2.91,1.77,130.05,3.2,594
68.61,11.49,2.33,3.33,1.5,1.44,2.78,1.62,130.0,3.08,595
69.55,14.89,2.77,2.95,1.72,1.46,2.73,1.77,130.0,3.15,596
68.43,15.93,2.31,2.74,1.37,1.47,3.14,1.59,129.99,3.41,597
68.71,15.5,2.29,2.9,1.44,1.38,2.99,1.51,130.02,3.52,598
68.91,15.08,2.56,2.56,1.2,1.67,2.64,1.74,129.75,3.34,599
68.54,15.54,2.84,2.32,1.34,1.66,2.72,1.61,129.96,3.37,600
69.65,15.02,2.67,2.68,1.36,1.59,2.85,1.71,130.17,3.3,601
68.84,16.87,2.66,2.69,1.73,1.31,2.68,1.59,130.18,2.71,602
68.42,14.49,3.14,2.61,1.37,1.49,2.72,1.53,145.26,2.94,603
68.6,16.46,2.68,2.29,1.12,1.34,2.85,1.8,145.11,3.49,604
69.26,15.55,2.96,2.57,1.34,1.28,2.85,1.59,145.23,3.33,605
68.49,17.13,2.88,2.44,1.09,0.84,2.8,1.8,145.42,2.98,606
69.37,14.22,2.9,2.69,1.28,1.35,2.64,1.48,145.18,3.12,607
69.63,14.15,3.07,2.61,1.53,1.45,3.2,2.18,145.14,3.22,608
68.37,15.17,3.06,2.71,1.46,1.37,3.23,2.12,145.44,3.35,609
68.5,10.28,2.71,3.0,1.42,1.3,3.43,1.91,147.64,3.39,610
67.9,16.38,2.86,3.18,1.1,1.43,3.16,2.0,145.33,3.75,611
69.3,20.47,2.87,2.51,1.56,1.4,3.02,2.04,150.49,3.21,612
69.03,16.31,3.7,2.35,1.46,1.11,2.96,2.11,145.16,3.34,613
68.35,12.89,4.15,2.55,1.83,1.25,3.19,2.01,145.42,3.28,614
65.0,13.73,2.66,2.78,1.14,1.1,3.25,2.06,129.82,3.36,615
62.61,14.05,3.03,3.13,1.24,1.28,3.1,2.07,145.11,3.62,616
66.86,13.23,2.8,2.86,1.28,1.35,2.92,1.7,145.48,3.31,617
67.71,16.75,2.84,2.41,1.48,1.33,3.13,1.82,145.21,2.73,618
65.53,12.16,2.63,2.26,1.2,1.32,3.24,1.95,145.1,3.43,619
63.48,13.16,3.46,2.38,1.24,2.97,3.16,2.16,145.17,3.43,620
62.4,13.52,3.15,2.05,1.19,1.51,3.05,2.15,145.46,3.47,621
65.82,14.98,2.95,2.31,0.0,1.01,3.29,1.66,145.12,3.7,622
68.54,14.48,2.7,2.51,1.43,1.32,3.19,2.02,145.28,3.73,623
69.08,14.52,2.92,2.25,0.92,1.68,3.03,2.12,145.78,3.05,624
65.59,13.76,2.82,2.39,1.62,1.18,3.35,2.18,145.19,3.49,625
68.62,13.5,2.78,2.18,1.35,1.29,2.83,1.95,144.95,3.57,626
65.05,14.44,2.9,2.19,1.56,1.0,2.5,1.88,145.35,3.36,627
65.67,14.49,2.7,2.09,1.43,1.23,3.04,2.34,145.01,3.44,628
61.42,13.72,2.82,2.56,1.82,1.3,4.23,1.67,145.49,3.63,629
42.08,14.56,3.09,2.44,1.36,1.36,3.13,2.16,141.9,3.63,630
61.57,15.14,2.83,2.47,1.69,1.05,3.01,2.11,105.3,3.48,631
67.98,12.91,2.69,2.13,1.45,1.53,3.24,2.37,126.63,3.19,632
67.58,13.61,2.93,2.38,1.48,1.22,3.25,1.92,113.15,3.35,633
68.47,13.95,2.73,2.31,1.52,1.52,3.01,1.76,124.34,3.34,634
64.69,13.15,2.5,2.48,1.45,1.52,3.08,2.15,141.54,3.33,635
