core1,core2,core3,core4,mem,gpu,norm_ex_time
38.13,1.5,1.67,1.65,72.48,3.45,821
38.26,1.5,1.84,1.96,72.54,4.12,822
38.3,1.77,2.24,1.58,67.14,3.88,823
38.3,1.7,1.84,1.76,82.24,3.89,824
38.1,1.3,1.69,1.91,75.73,3.84,825
38.52,1.46,2.32,1.63,77.74,3.97,826
37.99,1.44,1.91,1.86,72.62,3.72,827
38.42,1.8,1.74,1.9,73.16,3.58,828
38.02,1.53,1.88,1.63,67.81,4.2,829
38.26,1.84,2.21,1.9,61.87,3.52,830
38.46,1.55,1.89,1.62,77.74,3.86,831
38.48,1.68,2.26,1.47,70.17,3.77,832
40.11,1.81,1.88,1.59,67.0,3.83,833
45.67,1.67,1.71,1.73,73.39,3.83,834
40.84,1.46,1.97,1.92,75.35,3.81,835
42.9,2.0,1.91,1.74,67.03,3.95,836
43.26,1.4,1.87,1.29,76.2,3.69,837
37.15,1.69,1.69,1.72,73.49,4.36,838
41.19,1.41,1.96,1.81,61.84,3.74,839
39.06,1.77,1.98,1.53,65.85,3.96,840
43.4,1.46,1.8,1.67,67.77,4.18,841
38.59,1.66,1.98,1.49,68.1,3.98,842
41.18,1.57,1.82,1.46,57.3,2.96,843
41.59,1.39,1.9,2.03,57.87,1.89,844
43.21,1.9,1.83,1.71,58.01,2.98,845
39.38,1.5,2.33,1.73,56.32,2.97,846
41.92,1.63,2.12,1.62,57.86,3.12,847
39.56,1.57,1.97,1.58,56.33,2.85,848
40.22,1.49,1.72,1.76,57.21,3.17,849
38.56,1.67,2.02,1.94,58.38,2.99,850
39.18,1.59,1.83,1.48,56.89,3.11,851
39.04,1.77,1.94,1.61,57.43,3.13,852
36.07,1.94,1.96,1.8,56.71,2.88,853
35.93,1.95,2.09,1.83,55.58,3.0,854
36.31,2.05,2.02,1.68,57.45,3.21,855
36.13,1.93,2.07,1.71,57.11,2.72,856
36.06,1.84,1.83,1.97,57.44,3.11,857
36.04,1.51,2.12,1.54,58.43,3.0,858
36.23,2.0,2.08,1.59,56.78,3.0,859
36.41,1.91,1.96,1.72,56.6,3.25,860
36.12,2.02,1.87,1.5,56.77,3.23,861
36.13,1.88,2.13,1.66,57.79,3.46,862
36.28,1.9,1.88,1.49,51.97,3.09,863
36.08,1.76,2.0,1.51,56.1,2.87,864
36.05,1.93,2.14,1.65,57.14,3.36,865
36.41,1.94,2.3,1.6,57.05,2.77,866
