query_id,top_1_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy,late_ratio,ground_truth
c8c00d1b-b971-4b60-8f9c-bba2e8ae1bf8,0,0,1,1,0,throwing
67c6f533-60a3-43cb-9b8a-a463222ad78e,0,0,1,1,0,standing
fe76a6ec-d6f2-4368-88b9-7ba1e98d541d,1,1,1,1,0,pocket_out
d38a8eed-e4d9-4432-8adc-4ef03b2236a8,1,1,1,1,0,crouching
b34e1111-b982-4a6d-8ea8-78387ca2a62c,1,1,1,1,0,sitting_down
0a52e69e-4cb7-428c-baaf-37eb27d892f6,0,0,0,1,0,crouching
6a7cc8a7-2b56-4def-bac1-001490c35eec,1,1,1,1,0,carrying
4cdd8ac8-add9-44ec-b5be-a952aba1db2b,1,1,1,1,0,standing
a52ad50d-5d83-4081-94dd-cafce88bfc62,0,0,0,1,0,jumping
54fb5955-c89f-419e-bdda-3bb54f352459,1,1,1,1,0,closing
2fa555db-54c4-4d15-a8a8-981b47c67f74,0,0,1,1,100,entering
ee10f503-fdc6-46c6-a670-4c20bfb1a5d1,0,0,0,0,0,30
1be87905-a898-4da3-9785-b2895cdd2639,1,1,1,1,0,pulling
e2d0a867-8d34-4280-b94e-fb826ef1ec6d,1,1,1,1,0,carrying
a87a5ebe-f7f6-4863-987b-0e3c192c3be1,1,1,1,1,0,running
cda555d9-2833-4320-ba61-d59ea2dcc888,1,1,1,1,0,talking
d0768a35-e233-4dbb-a194-3859a5525ee1,0,1,1,1,100,drinking
652e598e-f953-4484-b775-4101e3209b03,1,1,1,1,100,using_pc
8c0ea4ec-9cee-429e-8d33-3c9c7070d819,1,1,1,1,0,pulling
3561ca7d-0fe6-4501-a2b5-843fb192a6ae,1,1,1,1,0,pulling
fdb7d7b6-96f2-4469-bbc6-71a735f37f5a,1,1,1,1,0,opening
f131a1b7-452d-4467-a05a-60e2ed7b2e42,1,1,1,1,0,setting_down
7a2d12c3-8389-4c5a-8ffe-c49990cc8f56,1,1,1,1,0,pocket_out
c9f39609-e2c6-4a58-8d8d-fb2612ac2920,1,1,1,1,0,walking
ce1f2923-2209-4d55-b02b-363715a24e99,0,1,1,1,0,picking_up
26e30244-a21a-446c-8d1c-9503fd1bbe4e,1,1,1,1,0,picking_up
08edabf7-6720-4330-9860-c774cd4cf31c,1,1,1,1,0,running
40c26321-a292-4a97-863b-018c206eb4a8,1,1,1,1,0,pointing
ab639235-1489-42e3-94d0-568eda94002e,1,1,1,1,0,pocket_out
783a3b74-c22a-486b-b39b-94e6e94ddbf4,1,1,1,1,0,exiting
745948f7-b37c-4277-a404-218f8bf8e027,0,0,1,1,100,using_pc
