core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
88.54,6.37,7.34,1.64,2.56,2.5,1.28,1.42,122.45,3.82,533
82.33,6.48,4.79,2.03,2.87,2.61,1.25,2.07,134.58,3.85,534
82.76,6.66,7.03,1.7,2.47,2.58,1.12,1.18,127.62,3.75,535
84.5,6.4,6.99,2.11,2.58,2.68,1.59,1.72,127.2,3.56,536
87.2,6.46,7.05,1.96,2.84,2.73,1.24,1.53,121.71,3.51,537
87.27,6.41,6.88,1.75,2.47,2.32,1.3,1.89,148.79,3.85,538
85.61,6.27,6.76,2.42,2.64,2.83,1.3,1.7,135.51,3.57,539
88.13,6.54,7.32,2.09,2.61,2.23,1.1,1.51,116.93,3.69,540
85.19,6.49,8.03,2.44,2.43,2.44,1.22,1.49,117.29,3.68,541
86.62,6.05,7.81,2.36,2.81,2.49,1.42,1.54,121.66,3.65,542
84.92,6.25,7.88,2.09,2.72,2.91,1.55,1.37,120.9,3.9,543
88.02,6.41,7.83,2.55,2.72,2.93,1.08,1.57,112.17,3.7,544
86.86,6.34,7.8,2.38,2.88,2.38,1.76,1.41,119.5,4.04,545
86.67,6.33,7.76,2.08,2.91,2.53,1.41,1.34,119.97,3.88,546
88.0,6.47,8.19,2.12,2.7,2.1,1.22,1.92,119.04,4.3,547
89.0,6.42,8.0,2.6,2.28,2.54,1.19,1.67,118.97,3.94,548
90.72,6.08,7.89,2.55,2.67,2.51,1.12,1.51,120.37,3.65,549
80.42,6.9,7.86,2.64,2.61,2.24,1.29,1.44,121.18,3.84,550
80.1,6.68,7.88,2.38,2.44,2.43,1.09,1.43,120.08,4.03,551
81.36,6.83,7.73,2.37,2.66,2.66,1.01,1.56,121.82,3.68,552
79.21,6.52,7.65,2.73,2.62,2.76,1.47,1.74,118.4,3.72,553
82.94,6.49,7.49,2.19,2.97,2.46,1.49,0.98,118.5,4.13,554
77.34,6.59,7.59,2.47,2.41,2.65,1.29,1.83,121.41,3.6,555
74.98,6.88,7.81,2.64,2.63,2.79,1.14,1.54,119.94,3.99,556
84.3,6.29,7.88,2.35,2.72,2.63,1.37,1.81,121.46,3.77,557
80.41,6.68,7.7,2.4,2.33,2.67,0.12,1.53,118.26,3.46,558
84.94,6.74,7.75,2.62,2.47,2.59,1.26,1.7,120.78,3.44,559
79.41,6.77,7.95,2.34,2.54,2.69,1.12,1.97,120.68,3.5,560
78.68,6.76,8.4,2.25,2.35,2.56,1.34,1.92,120.3,3.45,561
78.92,6.68,7.81,2.1,2.54,2.77,1.17,1.67,118.54,3.64,562
