core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
40.21,2.44,1.83,1.16,1.59,1.32,2.24,2.5,278.3,3.49,649
46.96,2.81,2.11,1.31,1.73,1.17,2.36,3.07,257.01,3.56,650
45.25,2.43,1.7,1.21,2.26,1.44,2.47,3.5,255.9,3.5,651
40.0,2.65,2.28,1.27,1.67,0.96,2.65,3.07,249.8,3.28,652
43.0,2.64,2.09,1.48,2.0,1.18,2.28,3.34,303.14,3.48,653
32.59,2.37,2.26,1.24,2.08,1.09,2.43,3.67,289.53,3.33,654
34.1,2.43,1.97,1.42,1.94,1.23,2.54,3.55,275.04,3.33,655
45.57,2.71,1.8,1.16,1.72,1.31,2.16,3.33,272.03,3.28,656
45.61,2.4,2.08,1.2,1.71,1.3,2.66,3.26,268.82,3.48,657
33.35,2.53,1.57,1.53,1.93,1.28,2.01,3.46,287.28,3.55,658
42.57,2.2,1.77,1.08,1.69,1.16,2.57,3.22,283.17,3.57,659
37.05,2.58,2.12,1.34,1.82,1.06,2.38,3.71,297.98,3.55,660
35.49,3.13,2.84,1.39,1.76,1.22,1.59,3.66,260.3,3.17,661
34.98,3.18,2.01,1.26,1.7,1.22,2.28,3.33,288.99,3.2,662
41.82,2.94,1.98,1.57,1.86,0.98,2.5,3.68,280.48,3.47,663
40.63,3.3,1.87,1.45,2.17,1.21,2.3,3.75,279.32,3.67,664
37.61,3.39,2.1,1.03,1.57,1.13,2.21,3.63,264.01,3.56,665
44.45,3.38,2.13,1.49,1.72,0.95,2.29,3.4,292.38,3.65,666
43.09,3.15,1.94,1.17,1.78,1.28,2.35,3.57,288.03,3.37,667
37.2,2.92,1.89,1.18,1.99,1.06,2.31,3.26,281.07,3.12,668
39.98,2.75,1.94,1.59,2.41,1.47,2.35,3.66,295.03,4.33,669
40.66,2.73,1.78,1.52,2.29,1.12,2.25,3.59,297.01,3.44,670
40.76,3.37,2.01,1.69,1.58,1.33,2.28,3.66,285.65,3.39,671
41.24,4.7,1.78,1.56,1.88,1.33,2.27,3.26,301.2,3.49,672
40.75,3.29,1.39,1.56,2.02,1.09,2.49,3.64,272.67,3.34,673
41.05,3.26,1.63,1.21,1.93,1.25,2.33,3.39,278.43,3.46,674
41.69,3.14,1.52,1.41,1.71,1.2,2.41,2.7,295.27,3.52,675
40.28,1.43,1.82,1.26,2.07,1.2,2.42,2.66,278.78,3.62,676
39.98,3.24,1.76,1.33,1.99,1.0,2.35,2.65,278.46,3.48,677
40.15,3.02,1.85,1.18,1.69,1.23,2.38,2.8,262.99,3.43,678
42.04,3.19,1.34,1.42,2.21,1.38,2.37,2.69,272.85,3.52,679
40.66,3.1,1.83,1.5,2.04,1.62,2.31,2.69,271.4,3.23,680
41.14,4.06,1.89,1.35,2.17,1.42,2.5,2.83,274.99,3.58,681
41.62,3.54,1.59,1.31,2.02,1.58,2.19,2.91,288.08,3.54,682
39.75,3.64,1.59,1.19,1.66,1.28,2.37,2.98,299.73,3.56,683
42.65,3.59,1.73,1.19,2.03,1.29,2.35,2.89,299.19,3.85,684
41.64,3.72,1.9,1.56,1.93,1.35,2.5,2.63,294.36,3.55,685
41.77,4.23,1.8,1.38,1.77,1.33,1.81,4.17,297.46,3.96,686
41.5,3.67,1.91,1.1,1.78,1.33,2.31,2.82,256.03,3.81,687
41.7,3.47,2.07,1.32,2.21,1.06,2.27,3.14,280.19,3.69,688
41.56,3.66,1.9,1.55,1.93,1.4,1.48,2.67,255.22,3.24,689
42.07,3.82,1.46,0.96,2.77,1.05,2.32,2.55,265.55,3.28,690
41.59,3.94,1.7,1.67,1.9,1.29,2.42,2.46,266.77,4.09,691
41.41,3.42,2.25,1.38,1.74,1.77,2.18,2.54,261.8,3.58,692
40.13,3.87,1.84,1.32,1.75,1.28,2.24,2.71,273.27,3.65,693
41.41,3.6,2.0,1.3,1.98,1.19,2.27,2.43,251.33,3.64,694
40.22,3.69,1.59,1.29,1.97,1.38,2.42,2.89,284.08,3.55,695
39.47,3.88,1.9,1.35,1.94,1.15,2.26,3.39,270.74,3.25,696
41.66,3.68,1.63,1.67,1.93,1.35,2.13,2.31,245.75,3.21,697
41.39,3.61,1.74,1.24,1.77,1.28,2.43,3.23,272.78,3.48,698
40.99,4.25,1.43,1.23,2.41,1.52,2.28,2.95,259.17,3.73,699
42.52,3.26,2.07,1.26,1.89,1.35,2.6,3.08,267.82,3.86,700
40.65,3.06,2.37,1.56,1.93,0.99,2.62,3.3,280.15,3.3,701
41.53,2.54,2.1,1.78,1.77,1.02,2.5,2.97,272.68,3.29,702
41.98,3.32,2.26,1.85,2.05,1.4,2.65,3.09,269.93,3.45,703
41.08,3.35,2.33,1.49,1.89,1.59,2.68,3.04,276.08,3.66,704
41.73,3.47,1.83,1.73,2.15,1.32,2.98,3.24,281.03,3.12,705
41.76,3.35,2.15,1.67,2.26,1.22,2.9,3.31,272.82,3.37,706
41.53,3.31,2.33,1.69,2.31,2.42,2.54,3.52,259.94,3.66,707
41.45,3.17,2.15,1.55,2.05,1.33,2.7,3.14,252.0,3.86,708
