query_id,time_violation,remaining_inference_time,data_sources,top_1,top_3,top_5,top_10,no_object,list_objects
3097c02f-4d2f-4bea-8770-7b52bfe612bf,False,0.7826995170551243,"['rgb', 'ninf', 'minf', 'finf']",6.0,6.0,6.0,6.0,6.0,"[0, 1, 2, 3, 5, 6]"
3cb84a6c-0d39-4f18-9c77-e7d6dadae9f5,False,2.1973911179341066,"['rgb', 'ninf', 'minf', 'finf']",14.0,14.0,14.0,14.0,15.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15]"
8509ba45-4042-4413-831d-f3ffa1d20658,False,1.9413341388448773,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,4.0,"[0, 1, 2, 3]"
3da66b7e-e5be-4fcc-bc0f-67a68c986788,False,0.4011167048978501,"['rgb', 'ninf', 'minf', 'finf']",1.0,1.0,1.0,1.0,1.0,[0]
78ee5d32-c1aa-42bb-b762-c4d8eeb8ff66,False,0.7432730026654768,"['rgb', 'ninf', 'minf', 'finf']",6.0,6.0,6.0,6.0,6.0,"[0, 1, 2, 3, 4, 5]"
22452324-e78a-41cb-b5f2-a7cc8914a34d,False,2.4114877824337007,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 3]"
066f5e87-8a57-4145-ad4d-a5f7f0369680,False,0.5872685150944892,"['rgb', 'ninf', 'minf', 'finf']",1.0,1.0,1.0,1.0,1.0,[0]
906ce55b-4e87-4aaa-91d7-80008fe74149,False,0.7422639334875294,"['rgb', 'ninf', 'minf', 'finf']",4.0,4.0,4.0,4.0,5.0,"[0, 1, 2, 3, 7]"
2b54fb3a-5c88-476d-926c-3beb28e7ba70,False,0.6792704144028288,"['rgb', 'ninf', 'minf', 'finf']",3.0,4.0,4.0,4.0,4.0,"[8, 1, 2, 6]"
8b7e524b-9bd0-42b9-b053-096599ea326d,False,1.753708716198601,"['rgb', 'ninf', 'minf', 'finf']",8.0,8.0,8.0,8.0,9.0,"[0, 1, 2, 3, 4, 5, 6, 7, 9]"
6b84d1af-ea13-41c4-b830-346f33ec103e,False,2.075176784037502,"['rgb', 'ninf', 'minf', 'finf']",4.0,4.0,4.0,4.0,5.0,"[0, 1, 4, 5, 7]"
0b0bb973-f519-4b3e-b923-1a2256a323e4,False,0.2892291784273448,"['rgb', 'ninf', 'minf', 'finf']",1.0,1.0,1.0,2.0,3.0,"[0, 1, 2]"
566fd93e-359a-49ef-98ae-80408cf63d45,False,1.820977944848224,"['rgb', 'ninf', 'minf', 'finf']",1.0,1.0,1.0,1.0,1.0,[0]
cdd88ed2-01b7-4d45-8718-2214b83e6355,False,2.174139954877857,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 4]"
b06809f6-3e7c-4a60-b700-cf26f6ed0222,False,2.2687111152427453,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,4.0,"[0, 1, 2, 3]"
7a1b856a-96ec-4a5e-a4b0-d7dec4d7e6e3,False,1.845762935204874,"['rgb', 'ninf', 'minf', 'finf']",5.0,5.0,5.0,5.0,6.0,"[0, 1, 2, 3, 5, 7]"
5d946360-d03b-40de-ace3-e66891292719,False,1.5046959181746724,"['rgb', 'ninf', 'minf', 'finf']",15.0,15.0,16.0,16.0,17.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 22, 26]"
27affa2a-25e1-45a0-b420-bfa31f2889e9,False,1.6412298828414118,"['rgb', 'ninf', 'minf', 'finf']",4.0,4.0,4.0,4.0,4.0,"[0, 1, 2, 3]"
c45ad70d-0c66-4989-a83b-7b8d5d9b7cb8,False,1.7850936918918223,"['rgb', 'ninf', 'minf', 'finf']",11.0,11.0,11.0,12.0,13.0,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 17]"
605087ba-6014-49f5-9d38-52fdb1a5ec4c,False,0.7389043153706449,"['rgb', 'ninf', 'minf', 'finf']",15.0,15.0,15.0,15.0,17.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 16, 17, 25, 26]"
86158a47-65ec-4dab-898b-e55e00603340,False,1.8035625374420496,"['rgb', 'ninf', 'minf', 'finf']",12.0,13.0,13.0,13.0,13.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13]"
649e3546-1908-43c0-abf9-810fae556473,False,0.7773825027950602,"['rgb', 'ninf', 'minf', 'finf']",9.0,9.0,9.0,9.0,10.0,"[0, 1, 2, 3, 4, 5, 6, 7, 11, 13]"
6e0a8881-1379-43f5-ad6f-a72f940ff803,False,2.578881403863766,"['rgb', 'ninf', 'minf', 'finf']",2.0,2.0,2.0,2.0,2.0,"[1, 2]"
96c69081-31d3-4bb0-b0e3-77ea686ca16b,False,0.8082607219360762,"['rgb', 'ninf', 'minf', 'finf']",2.0,2.0,2.0,2.0,2.0,"[0, 1]"
319fe074-4af6-43b5-91eb-054c5e45e3a0,False,0.4293358877251468,"['rgb', 'ninf', 'minf', 'finf']",2.0,2.0,2.0,2.0,3.0,"[0, 4, 7]"
ca0ea0c6-7ce1-4fa5-b002-c05f9fb9a10e,False,2.616078188399377,"['rgb', 'ninf', 'minf', 'finf']",7.0,7.0,7.0,7.0,7.0,"[0, 1, 2, 3, 4, 5, 6]"
8dbd60f9-5798-4e6d-b0b7-05e078a3be86,False,2.20461097967657,"['rgb', 'ninf', 'minf', 'finf']",10.0,10.0,10.0,11.0,11.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12]"
f96c5aa6-7e24-4f73-805d-f6d6c9eda765,False,0.5838613136868273,"['rgb', 'ninf', 'minf', 'finf']",2.0,3.0,3.0,3.0,3.0,"[0, 1, 3]"
2d7e03b2-cf3e-483d-ac10-c5bb4c543ee3,False,0.7863353054428217,"['rgb', 'ninf', 'minf', 'finf']",9.0,9.0,9.0,9.0,10.0,"[0, 1, 5, 6, 8, 9, 11, 12, 18, 19]"
3e9cbda8-c810-4784-b205-a352faa8c6fd,False,0.9169327289650354,"['rgb', 'ninf', 'minf', 'finf']",10.0,10.0,10.0,10.0,10.0,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 13]"
da711d69-bdb3-4e7e-bafc-6f03a483fb4c,False,0.6017297223107113,"['rgb', 'ninf', 'minf', 'finf']",2.0,2.0,2.0,2.0,3.0,"[0, 1, 2]"
5bb25aac-a464-4721-9d99-a9f0b22ac0ac,False,1.6552996687541808,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,4.0,"[0, 1, 2, 4]"
baec7d65-286e-4c86-acfd-a2455970aaf8,False,0.7672372495518347,"['rgb', 'ninf', 'minf', 'finf']",5.0,5.0,5.0,5.0,5.0,"[0, 1, 3, 5, 6]"
3e51238a-daf3-424a-b39a-f7a6d300a468,False,2.5595288050729,"['rgb', 'ninf', 'minf', 'finf']",1.0,1.0,1.0,1.0,1.0,[0]
30444ea1-3274-435d-b99b-696b38f69b4c,False,0.4190307165553295,"['rgb', 'ninf', 'minf', 'finf']",18.0,18.0,18.0,18.0,18.0,"[0, 33, 2, 3, 1, 4, 6, 5, 8, 9, 10, 11, 12, 15, 17, 20, 21, 27]"
1aec1918-6e52-41a2-82b9-c074b78d993b,False,1.783166686702791,"['rgb', 'ninf', 'minf', 'finf']",7.0,7.0,7.0,7.0,9.0,"[0, 1, 3, 4, 5, 6, 7, 8, 9]"
3878e29c-e84a-4dcf-9fcd-7103158f774d,False,1.4755751736737497,"['rgb', 'ninf', 'minf', 'finf']",5.0,6.0,6.0,6.0,6.0,"[0, 1, 2, 3, 5, 6]"
70c7d6a5-5cdb-45ae-9231-557a422c7f71,False,0.5310679634140807,"['rgb', 'ninf', 'minf', 'finf']",7.0,7.0,7.0,7.0,7.0,"[0, 4, 5, 8, 9, 12, 13]"
67264400-13a7-4376-ad2e-8a3f72de5ea0,False,1.7245656529010258,"['rgb', 'ninf', 'minf', 'finf']",1.0,1.0,1.0,1.0,1.0,[0]
bc2b4e99-6a5a-4725-b73f-b38596da90ed,False,1.7868105996395132,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 2]"
665f04bf-0e1e-4c37-bd36-4ea7948661d4,False,1.7568536879535,"['rgb', 'ninf', 'minf', 'finf']",6.0,6.0,6.0,6.0,6.0,"[0, 1, 2, 3, 9, 13]"
72f1855e-6742-46a7-b0bc-f38f892de390,False,1.7102234528949436,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 2]"
8ef31200-4db6-4458-8353-04c19dc0e0d9,False,1.339983979494727,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 2]"
0e8769b3-ed14-486d-af79-1a317effdcce,False,1.8667965879555992,"['rgb', 'ninf', 'minf', 'finf']",4.0,6.0,6.0,6.0,6.0,"[0, 1, 2, 3, 4, 5]"
f24f19d1-7e68-4562-9fcd-3f0aeebe1e0f,False,2.179763388326458,"['rgb', 'ninf', 'minf', 'finf']",10.0,10.0,10.0,10.0,10.0,"[0, 1, 2, 3, 4, 5, 6, 7, 12, 13]"
ccf1751d-fe78-485a-b29a-a651883eef75,False,0.432894478924972,"['rgb', 'ninf', 'minf', 'finf']",1.0,1.0,1.0,1.0,1.0,[0]
