query_id,top_1_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy,late_ratio,ground_truth
036b3fb0-2e84-4731-97df-a70969330453,0,0,1,1,0,jumping
0cfa5f54-081c-4df9-9560-85a16a8f3aee,1,1,1,1,0,talking_on_phone
ef22fc30-aabc-4c0a-aa06-58c169d38e9b,1,1,1,1,0,picking_up
bcebf72e-5b7b-4699-98d0-5d2c9f1b0992,1,1,1,1,0,talking
43d9105b-eff6-45c8-8000-4658068dac66,1,1,1,1,0,entering
b33f916f-0b4a-4963-8526-7c99e8073f36,0,0,0,1,0,kicking
abb61dcf-d2f4-4578-8567-18838bb15d95,1,1,1,1,0,carrying_heavy
757da295-817f-4674-9d7d-12ef0496fc93,0,0,1,1,0,pocket_out
e17998a6-167e-4d66-9368-7e286e8b71a2,0,1,1,1,0,using_pc
86e338de-457d-476a-ba1a-89c622c3814a,0,0,1,1,0,using_pc
fc9a4b16-72da-4540-bff1-1f26da323286,1,1,1,1,0,pocket_in
647751db-d588-4a71-b647-ad4f1e647832,1,1,1,1,0,setting_down
d4c63d81-b897-4c06-bc0a-934ab4b6f945,0,1,1,1,0,picking_up
5e15e683-bf69-45c6-a706-46cfc5ef23d3,0,1,1,1,0,Carrying_light
f4eb22e7-2ad1-46dc-b528-69ba7545b63b,1,1,1,1,0,carrying_heavy
a6aa21f3-71de-4afb-8497-c9f4520bab56,0,1,1,1,0,pulling
2c5b6150-a236-483b-9c3a-eacdad85cb59,1,1,1,1,0,entering
6e01c86e-c285-4cdd-8d5f-bcd03786e7e7,1,1,1,1,0,exiting
cad22977-c57a-443d-97df-7564dd31b8d0,0,0,0,0,0,17
a333199e-e4f7-46fe-95fa-9b83955d2abc,1,1,1,1,0,kicking
e345b47e-75b5-4a22-a551-915ad19ca274,1,1,1,1,0,drinking
c914de2e-dc18-4522-a4c9-83a38f71022b,0,0,1,1,0,checking_time
1fc19988-8e3e-4ca0-b88e-250d0cc22d0a,0,0,0,1,0,closing
e1336512-98b3-414b-bab0-45ef01a2e4eb,1,1,1,1,0,pocket_in
650416b3-3f9f-493d-8f17-c7ebfc895057,1,1,1,1,0,crouching
4d7c8462-2afb-4bd3-836a-2b69b9f5eb27,1,1,1,1,0,setting_down
c0a97e40-0135-4866-8144-9c64eda12108,1,1,1,1,0,pulling
b292a573-0724-4a3b-b773-f5e95adb8464,0,1,1,1,0,pocket_out
358f1ab5-0a7a-4c4a-80a7-407d5c692d96,0,0,0,0,0,22
de91e8e1-c0d9-43f7-9f64-5cb7b793825d,1,1,1,1,0,drinking
08f13d9e-cd92-4555-a2d7-762eef889c6a,0,0,0,0,0,13
a77054d5-43ae-4ffe-bceb-48e1d79f0645,1,1,1,1,0,standing
52338124-6791-4bca-840d-3f75f95ee753,0,0,0,1,0,talking
ebcbf54d-a86c-4d3a-90b2-70c5c96ecc94,1,1,1,1,0,running
8cf1b1f7-f1c1-4775-9cbd-9dea541e851e,1,1,1,1,0,loitering
eaecd8a2-291c-4121-ae07-a0634539fde0,1,1,1,1,0,pointing
da3483a9-b11d-49d4-9978-9a175051516a,0,0,0,1,0,pointing
3a3edf16-5bcd-4e6d-897b-838af600b7e0,1,1,1,1,0,carrying
13954ddb-9c0f-43d6-98cb-e359e3eafa93,1,1,1,1,0,carrying
6b3c93ae-f524-4851-99ec-0c244ca48503,1,1,1,1,0,waving_hand
739e0676-6bfc-4461-a7d2-ce25d2a6c302,0,0,0,0,0,21
a83beb93-2816-4da5-b1a6-62ab18b5179f,1,1,1,1,0,transferring_object
61c8f8e1-9995-4b6f-b2fd-29a59e0117c9,1,1,1,1,0,crouching
bbf389c2-99d9-43cc-8537-7a981a0e9410,1,1,1,1,0,sitting_down
fdcfac29-bcea-4f6c-8349-b74b34c0d229,1,1,1,1,0,using_pc
313ea867-148f-4609-9c26-752351311373,0,1,1,1,0,closing
b31033cc-e5a0-4483-9069-dec34251c5fc,1,1,1,1,0,standing_up
bd6de56c-ac0a-444f-93e3-f85830c3e0f7,1,1,1,1,0,pocket_out
5e9935f0-2a28-4d11-9f47-b10d6cbde66e,1,1,1,1,0,throwing
d0d37cc3-8e87-4a39-9e54-46e97c5f74c5,1,1,1,1,0,Carrying_light
1747a73c-267f-42bf-bbc0-cf74e70df90a,1,1,1,1,0,closing
c1cf25c8-8275-4366-bdef-71ee6599452a,1,1,1,1,0,using_phone
0c740d7a-0f13-4581-9533-8af24353a312,1,1,1,1,0,crouching
ba45ae7c-9c23-45d2-a2c0-f046a250c901,0,0,0,0,0,22
97ef6bf3-e4c3-41b5-bb43-a417dee30224,1,1,1,1,0,drinking
d3199b0b-a6ad-460d-aade-5e97eaefb15d,0,0,0,1,0,running
22b39b64-aaf4-4d9e-8889-086ef21946bc,1,1,1,1,0,pointing
79ab4731-58b0-428b-a1f8-04b3ff40bd30,1,1,1,1,0,looking_around
4938e22e-67d0-43ca-bf9f-2843d4cc7487,1,1,1,1,0,drinking
42378a05-1c69-41db-a690-b23f54be52d4,1,1,1,1,0,using_phone
359628dc-d253-456a-b534-0ce44bd20f5f,1,1,1,1,0,checking_time
f9134cc8-75e9-49e4-8df7-d6346cf2f24e,1,1,1,1,0,drinking
15f9b384-42d5-44de-b033-ebd82d8954e4,0,1,1,1,0,pulling
3ebb9dd7-fbdd-4d5d-b527-ff056d48b5b7,1,1,1,1,0,looking_around
e6a6e447-8b5a-4f19-bbc3-ca01f0bb66ba,0,0,1,1,100,transferring_object
98a71374-5939-4dd4-85c3-9aa85e8f5478,0,1,1,1,0,pulling
7029249b-b0ef-47bd-abf0-59f1a7cbeb79,1,1,1,1,0,running
75d15cb7-fecb-44e2-81cb-67b32ae690bf,1,1,1,1,0,exiting
aec4a141-0b6a-4136-99c5-3b66b7b57ead,1,1,1,1,0,walking
1ced3409-7b73-446e-8e19-bcc7e09e9b8d,0,1,1,1,0,checking_time
b95a9777-cc10-4de0-9cd7-719fa1409ccc,1,1,1,1,0,running
1a9bd543-c54b-403e-9fda-7695a5c7de11,1,1,1,1,0,waving_hand
84b39b7f-f6b6-4d39-bae2-ad0b811415a6,1,1,1,1,0,talking_on_phone
de4ca4d2-1e48-40fe-98b4-bc3f20cae3fa,0,1,1,1,0,carrying_light
82a7fbb4-6c42-4338-bdaa-6da4a54cf91a,1,1,1,1,0,transferring_object
34c74f43-ea0d-4bed-b29f-72fa448c2053,1,1,1,1,0,closing
260fd99e-8acd-45d0-b42d-f15f08bc2763,1,1,1,1,0,pocket_out
3cf09f9a-8157-4ed0-8c4e-a341e2c4025f,1,1,1,1,0,pocket_in
b1670e8a-0b98-4275-941f-ac6518ae333b,0,0,0,0,0,31
7d72c58a-8a1d-40ba-92cf-5ad351bea80a,0,1,1,1,0,jumping
0fcacb00-f762-4cb5-805f-480390fb7c33,1,1,1,1,0,carrying_heavy
b8ff7971-e18f-4173-bca8-0c20cd872228,0,0,1,1,100,transferring_object
6f57b588-c234-49f9-a0ff-55c9218fd4aa,1,1,1,1,0,carrying_light
769d97ca-11c2-4e91-9087-5646081f77fc,1,1,1,1,0,using_pc
03622221-4e79-4d1d-9ba0-e01711fe4a2e,1,1,1,1,0,carrying_heavy
387c5099-e946-43be-b495-3c905cd52414,0,0,0,0,0,18
9b04a4cb-771a-4f6c-819c-58f337d78873,1,1,1,1,0,using_pc
a2be96f1-03a8-43aa-a307-068d6e9c7b89,0,0,1,1,0,using_pc
0959842f-7e72-43f3-b17a-c855f67c2e37,0,1,1,1,0,picking_up
6ade24c2-235a-415f-899b-0e25e7155907,1,1,1,1,0,using_pc
ea1535ab-c31a-430a-b511-a56c40bd47e9,1,1,1,1,0,exiting
56d49805-b770-4e52-a5c1-c6a554c89eb4,0,0,0,0,0,9
b686a734-1eb5-470d-8e96-034a26d11949,1,1,1,1,0,standing_up
30c7f5d7-c51e-4224-93c5-470a1a6e4d5e,1,1,1,1,0,checking_time
a1db0d97-8e96-40c8-b45a-c038fac96226,1,1,1,1,0,running
e789c0e8-9786-45f0-bba6-44cd62d4d52c,1,1,1,1,0,waving_hand
b63a0211-839e-4e00-889c-0e14e1e348b2,1,1,1,1,0,fall
ea599c77-a3fa-4204-b8a2-f68c4ad0ded3,1,1,1,1,0,picking_up
9a7008da-bccb-4ec4-8ece-233d85f08950,1,1,1,1,0,carrying_light
6bebc284-2315-42a4-830f-937a86f2ad0d,0,1,1,1,0,carrying
92771a19-f09c-4e25-b8d2-23dd4579049c,1,1,1,1,0,pocket_in
dc735ede-5ec7-49fb-b342-f3d1fbea656a,1,1,1,1,0,opening
83d3bc92-8161-46c4-9805-b8f4b813a1a6,1,1,1,1,0,standing
c0f668df-8b45-4d7e-8039-adf4901f4a79,0,1,1,1,0,pocket_out
25c5d180-fce2-41aa-99ed-79b181410f65,0,0,1,1,100,setting_down
